Geneid,Genesymbol,Genetype,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000105664,COMP,protein_coding,12,29,6,6,1,1,1,4
ENSG00000105668,UPK1A,protein_coding,5,8,3,1,1,1,0,2
ENSG00000105669,COPE,protein_coding,836,937,966,2068,1108,418,675,1626
ENSG00000105671,DDX49,protein_coding,673,953,951,1496,505,175,313,804
ENSG00000105672,ETV2,protein_coding,80,71,145,193,6,2,2,11
ENSG00000105675,ATP4A,protein_coding,23,29,0,3,0,0,0,0
ENSG00000105676,ARMC6,protein_coding,531,560,522,883,206,82,140,348
ENSG00000105677,TMEM147,protein_coding,772,907,1040,1976,512,210,306,749
ENSG00000105679,GAPDHS,protein_coding,0,1,0,1,0,0,0,0
ENSG00000105696,TMEM59L,protein_coding,294,332,213,706,27,22,12,31
ENSG00000105697,HAMP,protein_coding,0,0,1,0,1,0,0,0
ENSG00000105698,USF2,protein_coding,3119,3419,2840,4126,377,159,206,498
ENSG00000105699,LSR,protein_coding,3378,3820,3116,4436,493,202,121,345
ENSG00000105700,KXD1,protein_coding,8487,9533,7928,9445,2065,810,770,2240
ENSG00000105701,FKBP8,protein_coding,4744,4922,3597,7322,2062,823,1051,2615
ENSG00000105705,SUGP1,protein_coding,1564,1839,1645,2199,167,63,81,224
ENSG00000105707,HPN,protein_coding,4290,4346,2715,4269,0,0,0,0
ENSG00000105708,ZNF14,protein_coding,281,404,412,347,92,33,37,122
ENSG00000105711,SCN1B,protein_coding,55,39,14,27,185,66,128,247
ENSG00000105717,PBX4,protein_coding,61,45,72,107,21,3,13,30
ENSG00000105722,ERF,protein_coding,1759,1963,1119,1609,315,106,137,309
ENSG00000105723,GSK3A,protein_coding,1986,2148,1571,2307,1096,378,551,1521
ENSG00000105726,ATP13A1,protein_coding,2728,3281,2327,3179,506,187,203,492
ENSG00000105732,ZNF574,protein_coding,351,416,359,453,336,157,171,466
ENSG00000105737,GRIK5,protein_coding,62,72,196,257,6,1,3,5
ENSG00000105738,SIPA1L3,protein_coding,2042,2189,1999,2630,553,179,247,639
ENSG00000105750,ZNF85,protein_coding,652,755,686,651,31,11,20,32
ENSG00000105755,ETHE1,protein_coding,236,204,245,455,220,101,119,271
ENSG00000105767,CADM4,protein_coding,389,409,229,348,93,39,45,154
ENSG00000105771,SMG9,protein_coding,743,932,720,890,604,208,233,637
ENSG00000105778,AVL9,protein_coding,4172,4653,3727,4467,1591,577,534,1383
ENSG00000105784,RUNDC3B,protein_coding,30,22,36,34,2,2,6,3
ENSG00000105792,CFAP69,protein_coding,3445,3201,1269,1367,36,14,15,52
ENSG00000105793,GTPBP10,protein_coding,2695,3113,2804,2931,516,134,258,676
ENSG00000105808,RASA4,protein_coding,1,1,0,0,0,0,0,2
ENSG00000105810,CDK6,protein_coding,383,460,466,500,6718,2268,2209,6003
ENSG00000105819,PMPCB,protein_coding,8232,9352,9601,10621,518,149,178,500
ENSG00000105821,DNAJC2,protein_coding,2655,3251,3430,3861,257,70,101,308
ENSG00000105825,TFPI2,protein_coding,0,0,0,1,1635,421,447,1158
ENSG00000105829,BET1,protein_coding,984,1136,1362,1517,569,206,215,589
ENSG00000105835,NAMPT,protein_coding,7179,7890,6660,6564,1805,571,560,1533
ENSG00000105849,POLR1F,protein_coding,2800,3421,2800,3027,722,253,343,989
ENSG00000105851,PIK3CG,protein_coding,0,0,1,0,4,2,1,3
ENSG00000105852,PON3,protein_coding,0,3,0,0,1,1,0,0
ENSG00000105854,PON2,protein_coding,4522,5144,5932,6465,3064,1037,1068,2940
ENSG00000105855,ITGB8,protein_coding,14,43,7,7,476,140,144,444
ENSG00000105856,HBP1,protein_coding,2674,2995,1743,1678,1821,616,358,1007
ENSG00000105865,DUS4L,protein_coding,324,353,412,443,246,79,95,274
ENSG00000105866,SP4,protein_coding,1027,1117,805,780,420,142,146,427
ENSG00000105875,WDR91,protein_coding,475,519,649,932,50,14,37,89
ENSG00000105877,DNAH11,protein_coding,36,43,10,8,916,280,29,90
ENSG00000105879,CBLL1,protein_coding,7970,8582,3496,4143,734,267,239,699
ENSG00000105880,DLX5,protein_coding,20,10,29,42,8,1,4,22
ENSG00000105887,MTPN,protein_coding,7295,8287,6838,6968,4460,1577,1212,3504
ENSG00000105889,STEAP1B,protein_coding,5,4,6,9,4,2,3,14
ENSG00000105894,PTN,protein_coding,23,27,49,80,19,5,7,23
ENSG00000105926,PALS2,protein_coding,1447,1809,1006,1024,1100,346,326,877
ENSG00000105928,GSDME,protein_coding,43,41,59,122,626,258,243,661
ENSG00000105929,ATP6V0A4,protein_coding,22,17,16,11,293,100,59,201
ENSG00000105939,ZC3HAV1,protein_coding,7647,9202,9321,10470,1320,493,549,1506
ENSG00000105948,IFT56,protein_coding,720,872,952,1022,234,89,120,283
ENSG00000105953,OGDH,protein_coding,5560,6853,8311,11423,1507,466,495,1570
ENSG00000105963,ADAP1,protein_coding,19,37,33,81,7,6,5,25
ENSG00000105967,TFEC,protein_coding,1,0,1,0,1,2,0,1
ENSG00000105968,H2AZ2,protein_coding,3256,3658,3141,4056,1829,588,584,1598
ENSG00000105971,CAV2,protein_coding,0,4,10,10,764,269,187,518
ENSG00000105974,CAV1,protein_coding,7,9,1,2,4157,1500,1000,2623
ENSG00000105976,MET,protein_coding,26,57,54,51,1869,627,626,1770
ENSG00000105982,RNF32,protein_coding,283,345,373,426,44,24,19,54
ENSG00000105983,LMBR1,protein_coding,2011,2282,1766,1939,818,220,252,821
ENSG00000105989,WNT2,protein_coding,0,0,8,2,0,0,0,0
ENSG00000105991,HOXA1,protein_coding,39,49,60,50,43,19,30,82
ENSG00000105993,DNAJB6,protein_coding,5617,6910,4837,4491,1079,295,284,734
ENSG00000105996,HOXA2,protein_coding,0,0,0,6,152,51,38,109
ENSG00000105997,HOXA3,protein_coding,19,17,6,19,148,60,78,199
ENSG00000106003,LFNG,protein_coding,106,113,90,128,132,45,67,143
ENSG00000106004,HOXA5,protein_coding,76,85,35,75,48,16,9,49
ENSG00000106006,HOXA6,protein_coding,23,29,12,18,14,6,8,27
ENSG00000106009,BRAT1,protein_coding,730,895,802,1350,357,125,170,437
ENSG00000106012,IQCE,protein_coding,2463,2751,1854,2408,114,42,60,122
ENSG00000106013,ANKRD7,protein_coding,1,0,0,0,0,0,0,2
ENSG00000106018,VIPR2,protein_coding,49,66,6,17,0,0,0,0
ENSG00000106025,TSPAN12,protein_coding,72,91,91,93,207,70,76,206
ENSG00000106028,SSBP1,protein_coding,4764,5675,7146,7712,679,285,286,761
ENSG00000106031,HOXA13,protein_coding,0,0,2,1,648,198,150,368
ENSG00000106034,CPED1,protein_coding,1,3,10,12,86,35,56,132
ENSG00000106038,EVX1,protein_coding,2,0,0,5,4,1,1,6
ENSG00000106049,HIBADH,protein_coding,2763,2832,3213,4066,957,359,419,1154
ENSG00000106052,TAX1BP1,protein_coding,16340,17269,13360,12648,5778,1801,1355,4076
ENSG00000106066,CPVL,protein_coding,13,6,9,16,458,182,186,492
ENSG00000106069,CHN2,protein_coding,2,2,0,0,2,1,3,10
ENSG00000106070,GRB10,protein_coding,3321,3808,5034,10206,1886,647,234,660
ENSG00000106077,ABHD11,protein_coding,722,949,1103,1294,42,13,33,74
ENSG00000106078,COBL,protein_coding,904,976,1308,2079,258,94,118,317
ENSG00000106080,FKBP14,protein_coding,1070,1099,654,600,697,229,245,649
ENSG00000106086,PLEKHA8,protein_coding,2664,2771,1268,1520,1011,230,203,639
ENSG00000106089,STX1A,protein_coding,243,252,115,199,869,308,425,1142
ENSG00000106100,NOD1,protein_coding,24,24,73,144,44,25,49,139
ENSG00000106105,GARS1,protein_coding,12914,14683,18397,23685,2582,802,912,2567
ENSG00000106123,EPHB6,protein_coding,10,13,12,29,271,91,136,351
ENSG00000106125,MINDY4,protein_coding,23,44,14,21,2,1,8,8
ENSG00000106128,GHRHR,protein_coding,30,29,39,67,0,0,1,5
ENSG00000106144,CASP2,protein_coding,1985,2175,1941,2663,812,291,403,1008
ENSG00000106153,CHCHD2,protein_coding,4042,4825,4642,6353,2201,858,737,2022
ENSG00000106178,CCL24,protein_coding,0,0,0,0,2,1,0,3
ENSG00000106211,HSPB1,protein_coding,18146,20749,13883,19403,1266,501,844,2287
ENSG00000106236,NPTX2,protein_coding,184,243,367,558,38,11,34,85
ENSG00000106244,PDAP1,protein_coding,10118,10331,8651,13575,508,151,204,556
ENSG00000106245,BUD31,protein_coding,4245,4949,6415,7067,1291,451,469,1388
ENSG00000106246,PTCD1,protein_coding,249,346,286,433,10,3,9,21
ENSG00000106258,CYP3A5,protein_coding,935,1106,269,254,0,0,0,0
ENSG00000106261,ZKSCAN1,protein_coding,14117,15113,7270,7764,1062,411,396,1133
ENSG00000106263,EIF3B,protein_coding,10409,13073,10645,13103,2764,1012,948,2305
ENSG00000106266,SNX8,protein_coding,291,372,564,697,190,79,165,343
ENSG00000106268,NUDT1,protein_coding,254,229,435,628,115,54,81,175
ENSG00000106278,PTPRZ1,protein_coding,1,3,0,0,5,2,3,5
ENSG00000106290,TAF6,protein_coding,3077,3252,2326,3455,446,156,98,313
ENSG00000106299,WASL,protein_coding,2208,2569,2209,2462,1009,330,211,652
ENSG00000106302,HYAL4,protein_coding,0,0,1,0,32,7,27,47
ENSG00000106305,AIMP2,protein_coding,1692,1951,2595,3390,249,96,157,422
ENSG00000106327,TFR2,protein_coding,57,77,13,18,46,16,2,9
ENSG00000106328,FSCN3,protein_coding,6,5,7,5,0,0,2,2
ENSG00000106330,MOSPD3,protein_coding,767,780,428,755,120,55,33,81
ENSG00000106333,PCOLCE,protein_coding,164,145,65,95,215,66,59,133
ENSG00000106336,FBXO24,protein_coding,89,70,73,79,2,0,1,5
ENSG00000106344,RBM28,protein_coding,1618,1949,1998,2311,267,85,150,421
ENSG00000106346,USP42,protein_coding,931,1069,786,915,327,97,104,281
ENSG00000106348,IMPDH1,protein_coding,1632,1978,2301,3577,1021,359,478,1086
ENSG00000106351,AGFG2,protein_coding,1417,1454,521,855,278,88,173,508
ENSG00000106355,LSM5,protein_coding,1355,1468,1638,1766,184,51,77,168
ENSG00000106366,SERPINE1,protein_coding,0,0,7,3,1055,403,351,849
ENSG00000106367,AP1S1,protein_coding,4606,5075,5320,7396,471,175,244,489
ENSG00000106392,C1GALT1,protein_coding,731,934,655,736,667,219,179,467
ENSG00000106397,PLOD3,protein_coding,1399,1526,1344,1867,1018,379,339,838
ENSG00000106399,RPA3,protein_coding,563,645,822,1049,524,190,229,575
ENSG00000106400,ZNHIT1,protein_coding,919,1131,1191,1751,807,277,409,1116
ENSG00000106404,CLDN15,protein_coding,465,527,441,609,107,33,46,127
ENSG00000106415,GLCCI1,protein_coding,395,366,296,326,305,82,60,184
ENSG00000106436,MYL10,protein_coding,1,0,0,0,3,1,1,5
ENSG00000106443,PHF14,protein_coding,3818,4932,5117,5619,1118,338,492,1342
ENSG00000106459,NRF1,protein_coding,557,638,586,771,181,48,46,176
ENSG00000106460,TMEM106B,protein_coding,1936,2220,2303,2103,1272,446,513,1423
ENSG00000106462,EZH2,protein_coding,2797,3144,2421,2487,1031,300,294,942
ENSG00000106477,CEP41,protein_coding,700,768,1033,1153,755,296,428,1166
ENSG00000106479,ZNF862,protein_coding,1196,1211,956,1288,49,28,28,80
ENSG00000106483,SFRP4,protein_coding,8,15,0,2,1,0,0,6
ENSG00000106484,MEST,protein_coding,417,544,643,1212,394,178,200,556
ENSG00000106524,ANKMY2,protein_coding,300,360,445,471,442,181,188,454
ENSG00000106526,ACTR3C,protein_coding,158,200,245,243,11,6,4,12
ENSG00000106536,POU6F2,protein_coding,2,3,1,4,0,0,1,0
ENSG00000106537,TSPAN13,protein_coding,2390,2740,3985,4519,617,194,234,677
ENSG00000106538,RARRES2,protein_coding,2,3,14,7,0,0,0,0
ENSG00000106541,AGR2,protein_coding,1243,1619,2431,2276,980,462,469,1362
ENSG00000106546,AHR,protein_coding,148,198,164,175,993,301,371,1099
ENSG00000106554,CHCHD3,protein_coding,2988,3537,3421,3483,1919,601,703,1960
ENSG00000106560,GIMAP2,protein_coding,147,143,353,351,5,0,5,11
ENSG00000106565,TMEM176B,protein_coding,19,14,7,15,0,0,0,1
ENSG00000106571,GLI3,protein_coding,207,222,294,341,269,88,107,331
ENSG00000106588,PSMA2,protein_coding,265,257,229,369,362,112,138,324
ENSG00000106591,MRPL32,protein_coding,4283,5194,5633,6357,1025,317,422,1160
ENSG00000106603,COA1,protein_coding,1812,2121,2012,2203,1811,641,532,1318
ENSG00000106605,BLVRA,protein_coding,964,1092,1171,1794,662,207,265,663
ENSG00000106608,URGCP,protein_coding,1061,1351,1449,1886,36,6,23,95
ENSG00000106609,TMEM248,protein_coding,3959,4487,3252,3662,766,281,252,721
ENSG00000106615,RHEB,protein_coding,3888,4575,4578,4681,2789,882,840,1938
ENSG00000106617,PRKAG2,protein_coding,735,858,958,1072,1024,366,310,895
ENSG00000106624,AEBP1,protein_coding,3,0,7,8,0,0,0,0
ENSG00000106628,POLD2,protein_coding,6045,6960,8553,10425,1856,816,1160,3028
ENSG00000106631,MYL7,protein_coding,4,3,0,2,0,0,0,0
ENSG00000106633,GCK,protein_coding,2,6,6,2,0,0,0,0
ENSG00000106635,BCL7B,protein_coding,3189,3676,2776,3805,1538,436,482,1412
ENSG00000106636,YKT6,protein_coding,3187,3907,3249,3903,1827,582,678,1688
ENSG00000106638,TBL2,protein_coding,1160,1349,1389,1854,1036,402,327,845
ENSG00000106665,CLIP2,protein_coding,343,426,135,197,67,29,60,167
ENSG00000106682,EIF4H,protein_coding,6347,7591,6068,6757,3012,1022,1075,2630
ENSG00000106683,LIMK1,protein_coding,1535,1762,1344,1911,369,122,225,625
ENSG00000106686,SPATA6L,protein_coding,43,40,61,67,11,2,5,17
ENSG00000106688,SLC1A1,protein_coding,1123,1283,964,1138,673,244,86,219
ENSG00000106689,LHX2,protein_coding,192,203,150,201,39,23,14,41
ENSG00000106692,FKTN,protein_coding,1586,1770,2367,2572,859,285,385,1060
ENSG00000106701,FSD1L,protein_coding,276,358,438,378,285,86,54,135
ENSG00000106714,CNTNAP3,protein_coding,3,17,27,38,302,80,121,328
ENSG00000106723,SPIN1,protein_coding,8995,9854,6707,7666,1155,334,381,976
ENSG00000106733,NMRK1,protein_coding,683,716,637,833,236,83,88,218
ENSG00000106771,TMEM245,protein_coding,7770,8698,4808,4765,5980,1830,1586,4472
ENSG00000106772,PRUNE2,protein_coding,35062,41679,22430,23495,11,7,5,14
ENSG00000106780,MEGF9,protein_coding,1225,1407,1106,1204,137,49,53,220
ENSG00000106785,TRIM14,protein_coding,1877,2078,2530,2829,241,99,181,534
ENSG00000106789,CORO2A,protein_coding,1236,1446,850,1237,305,98,134,326
ENSG00000106799,TGFBR1,protein_coding,1239,1338,813,963,3108,1016,993,2705
ENSG00000106803,SEC61B,protein_coding,1979,2486,2793,2805,1424,463,636,1429
ENSG00000106804,C5,protein_coding,19,28,38,34,57,12,22,68
ENSG00000106823,ECM2,protein_coding,2,1,1,0,14,6,7,15
ENSG00000106829,TLE4,protein_coding,8,21,3,11,94,26,24,65
ENSG00000106852,LHX6,protein_coding,1,0,1,1,241,71,79,200
ENSG00000106853,PTGR1,protein_coding,3063,3529,3088,3648,998,309,358,872
ENSG00000106868,SUSD1,protein_coding,25,20,38,60,158,36,50,129
ENSG00000106927,AMBP,protein_coding,0,3,8,10,0,0,0,1
ENSG00000106948,AKNA,protein_coding,327,312,305,406,74,31,44,116
ENSG00000106952,TNFSF8,protein_coding,0,0,0,2,1,0,0,1
ENSG00000106976,DNM1,protein_coding,173,137,156,214,301,92,114,361
ENSG00000106991,ENG,protein_coding,4,2,1,3,0,0,0,0
ENSG00000106992,AK1,protein_coding,622,715,353,500,66,27,30,64
ENSG00000106993,CDC37L1,protein_coding,3430,3794,3916,4434,195,54,87,249
ENSG00000107014,RLN2,protein_coding,42,59,159,357,1,1,0,7
ENSG00000107018,RLN1,protein_coding,147,152,488,626,1,1,4,8
ENSG00000107020,PLGRKT,protein_coding,484,515,1616,2598,327,107,175,381
ENSG00000107021,TBC1D13,protein_coding,829,1043,728,1273,231,83,146,350
ENSG00000107036,RIC1,protein_coding,2248,2693,1498,1444,1541,479,235,622
ENSG00000107077,KDM4C,protein_coding,2507,2811,1698,1981,1180,445,237,621
ENSG00000107099,DOCK8,protein_coding,100,173,107,96,154,53,81,216
ENSG00000107104,KANK1,protein_coding,395,418,320,454,1133,402,309,863
ENSG00000107105,ELAVL2,protein_coding,96,113,127,135,1097,320,281,804
ENSG00000107130,NCS1,protein_coding,2655,2970,2119,3092,790,314,434,1097
ENSG00000107140,TESK1,protein_coding,1872,2125,1366,1712,484,166,245,621
ENSG00000107147,KCNT1,protein_coding,5,11,13,13,1,0,0,0
ENSG00000107159,CA9,protein_coding,104,114,6,8,639,229,4,10
ENSG00000107164,FUBP3,protein_coding,4607,5312,5093,5689,361,103,131,370
ENSG00000107165,TYRP1,protein_coding,35,50,59,52,0,0,1,1
ENSG00000107175,CREB3,protein_coding,838,1016,873,1358,581,185,276,614
ENSG00000107185,RGP1,protein_coding,3996,4362,4541,6025,1294,432,580,1623
ENSG00000107186,MPDZ,protein_coding,2584,3158,1584,1752,243,81,98,293
ENSG00000107187,LHX3,protein_coding,2,1,0,1,3,1,0,1
ENSG00000107201,RIGI,protein_coding,1138,1227,1835,1831,1169,415,414,1240
ENSG00000107223,EDF1,protein_coding,9945,11444,11799,15904,1220,431,610,1571
ENSG00000107242,PIP5K1B,protein_coding,15,11,21,29,19,3,9,22
ENSG00000107249,GLIS3,protein_coding,13,18,20,17,2212,740,619,1681
ENSG00000107262,BAG1,protein_coding,1417,1641,1044,1290,230,80,73,227
ENSG00000107263,RAPGEF1,protein_coding,1273,1494,1160,1753,709,268,308,864
ENSG00000107281,NPDC1,protein_coding,1807,1914,1423,2610,125,60,76,191
ENSG00000107282,APBA1,protein_coding,69,86,134,227,19,6,23,53
ENSG00000107290,SETX,protein_coding,4036,4822,4279,4343,1831,553,627,1776
ENSG00000107295,SH3GL2,protein_coding,27,27,59,96,13,2,9,28
ENSG00000107331,ABCA2,protein_coding,8633,8923,4167,6207,252,103,94,223
ENSG00000107338,SHB,protein_coding,287,305,253,424,1347,493,379,1012
ENSG00000107341,UBE2R2,protein_coding,5038,5716,4192,4866,1227,390,355,979
ENSG00000107362,ABHD17B,protein_coding,460,515,359,424,423,138,118,299
ENSG00000107371,EXOSC3,protein_coding,967,1133,1329,1308,467,179,224,516
ENSG00000107372,ZFAND5,protein_coding,5319,6051,3959,4565,2003,670,556,1604
ENSG00000107404,DVL1,protein_coding,2115,2305,2003,2898,989,377,574,1165
ENSG00000107438,PDLIM1,protein_coding,1178,1298,1459,1877,3297,1317,935,2736
ENSG00000107443,CCNJ,protein_coding,93,98,68,77,710,238,315,973
ENSG00000107447,DNTT,protein_coding,0,0,0,5,0,0,0,1
ENSG00000107485,GATA3,protein_coding,0,0,2,0,177,63,55,210
ENSG00000107518,ATRNL1,protein_coding,64,62,78,164,330,102,110,291
ENSG00000107521,HPS1,protein_coding,707,818,677,1062,230,99,139,293
ENSG00000107537,PHYH,protein_coding,1531,1802,2116,3026,55,26,39,73
ENSG00000107551,RASSF4,protein_coding,327,370,151,207,1609,713,195,476
ENSG00000107554,DNMBP,protein_coding,977,1057,911,1212,1380,521,381,1164
ENSG00000107560,RAB11FIP2,protein_coding,1298,1585,1497,1517,962,340,363,1043
ENSG00000107562,CXCL12,protein_coding,10,5,1,17,34,14,31,64
ENSG00000107566,ERLIN1,protein_coding,822,1071,1206,1356,275,99,142,378
ENSG00000107581,EIF3A,protein_coding,28388,32959,33620,38897,626,194,286,855
ENSG00000107593,PKD2L1,protein_coding,2,1,5,1,0,0,0,0
ENSG00000107611,CUBN,protein_coding,22,17,39,42,24,11,7,21
ENSG00000107614,TRDMT1,protein_coding,404,450,415,490,143,54,51,138
ENSG00000107625,DDX50,protein_coding,2387,2801,2969,2920,1178,391,365,952
ENSG00000107643,MAPK8,protein_coding,2765,3396,2300,2633,1320,479,344,996
ENSG00000107651,SEC23IP,protein_coding,4530,5391,5954,6285,2364,752,902,2621
ENSG00000107669,ATE1,protein_coding,2073,2104,1387,1616,741,215,257,786
ENSG00000107672,NSMCE4A,protein_coding,1300,1495,1294,1643,511,178,236,670
ENSG00000107679,PLEKHA1,protein_coding,2543,2899,1935,2216,1175,357,288,885
ENSG00000107719,PALD1,protein_coding,15,9,11,33,57,28,36,102
ENSG00000107731,UNC5B,protein_coding,287,303,117,183,81,35,21,51
ENSG00000107736,CDH23,protein_coding,9,20,12,10,13,7,10,32
ENSG00000107738,VSIR,protein_coding,0,6,1,5,223,87,103,279
ENSG00000107742,SPOCK2,protein_coding,51,65,90,127,10,4,10,12
ENSG00000107745,MICU1,protein_coding,1805,1974,2247,3046,806,312,334,934
ENSG00000107758,PPP3CB,protein_coding,1944,2200,1759,2039,1147,388,384,1065
ENSG00000107771,CCSER2,protein_coding,1470,1534,1223,1335,2022,644,580,1791
ENSG00000107779,BMPR1A,protein_coding,951,1169,551,567,770,205,237,688
ENSG00000107789,MINPP1,protein_coding,604,734,664,780,556,186,216,625
ENSG00000107796,ACTA2,protein_coding,152,211,233,397,27,11,13,28
ENSG00000107798,LIPA,protein_coding,1755,2062,2951,2881,3979,1340,1133,3135
ENSG00000107815,TWNK,protein_coding,979,1115,1040,1441,93,20,53,125
ENSG00000107816,LZTS2,protein_coding,1480,1629,854,1246,695,265,246,592
ENSG00000107819,SFXN3,protein_coding,4496,4049,929,1525,2197,809,516,1348
ENSG00000107821,KAZALD1,protein_coding,346,377,262,306,137,31,84,162
ENSG00000107829,FBXW4,protein_coding,2913,3090,2653,4125,211,70,100,238
ENSG00000107831,FGF8,protein_coding,1,1,0,0,0,0,2,0
ENSG00000107833,NPM3,protein_coding,406,521,852,1459,96,38,113,248
ENSG00000107854,TNKS2,protein_coding,2578,2992,2711,2762,2353,776,785,2075
ENSG00000107862,GBF1,protein_coding,5761,6760,6156,7996,2350,834,703,2082
ENSG00000107863,ARHGAP21,protein_coding,2512,2625,2392,2557,3758,1358,1205,3581
ENSG00000107864,CPEB3,protein_coding,366,419,479,468,76,24,14,41
ENSG00000107872,FBXL15,protein_coding,181,281,159,390,22,9,18,49
ENSG00000107874,CUEDC2,protein_coding,2116,2380,1985,3049,374,125,187,501
ENSG00000107882,SUFU,protein_coding,1296,1476,984,1302,666,213,238,611
ENSG00000107890,ANKRD26,protein_coding,918,1025,1214,1013,152,55,55,175
ENSG00000107897,ACBD5,protein_coding,2530,2969,2113,2190,913,313,274,733
ENSG00000107902,LHPP,protein_coding,660,623,625,1010,110,30,58,139
ENSG00000107929,LARP4B,protein_coding,4102,4663,4407,4942,881,304,298,911
ENSG00000107937,GTPBP4,protein_coding,5487,6421,6889,8131,1032,335,437,1143
ENSG00000107938,EDRF1,protein_coding,1152,1454,1619,1787,732,249,300,771
ENSG00000107949,BCCIP,protein_coding,5311,5950,8941,10223,1381,452,613,1504
ENSG00000107951,MTPAP,protein_coding,976,1363,1391,1446,518,178,249,638
ENSG00000107954,NEURL1,protein_coding,37,41,1,4,12,7,6,10
ENSG00000107957,SH3PXD2A,protein_coding,161,165,90,122,499,178,209,580
ENSG00000107959,PITRM1,protein_coding,5828,6613,7001,8344,655,229,235,694
ENSG00000107960,STN1,protein_coding,765,834,684,913,580,232,240,658
ENSG00000107968,MAP3K8,protein_coding,247,266,281,380,169,44,67,167
ENSG00000107984,DKK1,protein_coding,0,1,1,0,1176,362,898,2420
ENSG00000108001,EBF3,protein_coding,173,195,116,169,132,31,78,246
ENSG00000108010,GLRX3,protein_coding,2363,2932,3107,3306,2175,660,787,1964
ENSG00000108018,SORCS1,protein_coding,0,0,0,1,2,0,5,17
ENSG00000108021,TASOR2,protein_coding,4523,5677,4882,5023,2842,914,1275,3432
ENSG00000108039,XPNPEP1,protein_coding,4337,5181,2989,3662,1711,626,489,1283
ENSG00000108055,SMC3,protein_coding,9135,10496,9379,9410,900,266,272,957
ENSG00000108061,SHOC2,protein_coding,4966,5625,2674,2871,2324,665,570,1630
ENSG00000108064,TFAM,protein_coding,4340,5118,5410,6050,1613,536,654,1658
ENSG00000108091,CCDC6,protein_coding,6578,7588,5413,6088,4734,1624,1605,5045
ENSG00000108094,CUL2,protein_coding,2320,2657,2985,3136,11531,3778,3571,10393
ENSG00000108100,CCNY,protein_coding,2686,3223,2168,2662,10431,3656,2800,7825
ENSG00000108106,UBE2S,protein_coding,1477,1607,1597,2179,1105,354,654,1596
ENSG00000108107,RPL28,protein_coding,23486,26690,29630,44472,9392,3727,4625,12191
ENSG00000108175,ZMIZ1,protein_coding,15061,16457,7617,9598,4656,1598,1149,3120
ENSG00000108176,DNAJC12,protein_coding,571,659,560,800,31,11,40,72
ENSG00000108179,PPIF,protein_coding,2628,3239,4164,5981,4329,1513,1880,4632
ENSG00000108187,PBLD,protein_coding,661,770,1016,1155,25,11,23,36
ENSG00000108219,TSPAN14,protein_coding,3686,3927,2425,3629,0,0,0,0
ENSG00000108231,LGI1,protein_coding,0,3,0,3,0,0,1,2
ENSG00000108239,TBC1D12,protein_coding,501,614,628,679,504,159,132,391
ENSG00000108242,CYP2C18,protein_coding,0,0,0,0,1,1,0,0
ENSG00000108244,KRT23,protein_coding,0,0,1,1,0,0,1,0
ENSG00000108256,NUFIP2,protein_coding,10589,12798,13088,14630,3235,943,1131,2950
ENSG00000108262,GIT1,protein_coding,2927,3170,2200,2819,488,183,262,702
ENSG00000108298,RPL19,protein_coding,24579,27433,31517,53081,8483,2992,3940,9585
ENSG00000108306,FBXL20,protein_coding,933,934,845,1080,665,257,235,618
ENSG00000108309,RUNDC3A,protein_coding,35,36,22,73,9,1,5,9
ENSG00000108312,UBTF,protein_coding,3976,4627,5284,6872,953,345,472,1227
ENSG00000108342,CSF3,protein_coding,0,1,0,0,12,9,16,42
ENSG00000108344,PSMD3,protein_coding,4902,5733,4708,6462,2713,942,1045,2761
ENSG00000108349,CASC3,protein_coding,6412,7251,6376,7837,1451,559,482,1370
ENSG00000108352,RAPGEFL1,protein_coding,282,327,305,498,30,14,15,46
ENSG00000108370,RGS9,protein_coding,195,190,140,102,206,65,106,280
ENSG00000108375,RNF43,protein_coding,596,657,319,443,260,73,77,231
ENSG00000108379,WNT3,protein_coding,258,261,148,175,32,15,12,49
ENSG00000108381,ASPA,protein_coding,9,5,8,12,0,0,0,0
ENSG00000108384,RAD51C,protein_coding,1965,2158,2584,3142,324,100,168,432
ENSG00000108387,SEPTIN4,protein_coding,8,8,13,47,48,15,27,85
ENSG00000108389,MTMR4,protein_coding,2954,3536,3287,3363,1389,482,504,1570
ENSG00000108395,TRIM37,protein_coding,2861,3133,2724,2976,3800,1151,1166,3315
ENSG00000108405,P2RX1,protein_coding,0,1,0,0,0,0,0,1
ENSG00000108406,DHX40,protein_coding,4488,5118,3342,3641,1305,530,375,1088
ENSG00000108417,KRT37,protein_coding,0,1,0,0,198,61,3,11
ENSG00000108423,TUBD1,protein_coding,566,635,619,638,330,93,127,346
ENSG00000108424,KPNB1,protein_coding,22424,26617,26907,29660,8986,2675,2644,7729
ENSG00000108433,GOSR2,protein_coding,1583,1918,1228,1584,1670,574,745,1856
ENSG00000108439,PNPO,protein_coding,1371,1551,2102,2729,1665,634,1167,3041
ENSG00000108443,RPS6KB1,protein_coding,2523,3079,2326,2754,1643,500,441,1267
ENSG00000108465,CDK5RAP3,protein_coding,1004,1082,821,827,94,35,31,154
